,class,text
11360,5,it’s black history month my fellow brits let your nigger shine out especially this month https://t.co/cSdrRwgYnA
11361,5,@That_DWilliams Oh yousa a ignorant nigga I see lmao yo carry on you got it bitc- I mean my nigga https://t.co/K4mmFNMhh7
11364,5,They tryna drain a young nigga of this energy https://t.co/RM4ghdSGUf
11367,5,Look how fine my side nigga used to be 😍 https://t.co/h5uHyFVhor
11368,5,YOU TELLING ME THIS NIGGA HAD PROBLEMS SEEING https://t.co/xnfCNIBYmw
11370,5,@alphiizi Nigger What u talk about https://t.co/xpCu2W21Nf
11374,5,#NOWPLAYING B.o.B - NAGA - Good Nigger Sticker Circle Radio https://t.co/WTkAvXIryq https://t.co/fX5izTQroI
11383,5,"@SenSchumer Yeah, whatever!  And, you just want more Voters, right?  #BuildTheWall  #MAGA  #KAG  #WalkAway https://t.co/AU90fRXRg0"
11385,6,"Wow, thank you @ClawsTNT. I never knew how much I needed Judy Reyes as a dyke until you https://t.co/LhF6T1wa14"
11388,5,Lanez is still struggling to come with verse and hook that’s better than this. Nigga went HAM https://t.co/P3mU9sCQci
11389,5,@_ydolemelody_ @AaliyahChin It sure was and his wife was sitting there like “you sure did nigger” https://t.co/Msj9x4Rima
11390,5,Cut Nigger https://t.co/ThQORZ54Lt
11395,5,You liar Devil Jack puke out Jack John 8:44th election nigga https://t.co/dmwecGpKrW https://t.co/odh3HUimsM
11398,5,"Gotta watch these bitches , shit be hectic. Can’t let no nigga trick me off my exit https://t.co/znLscnBIfK"
11400,6,@ltsmir It was a joke dyke. https://t.co/j9s2AAtZ8S
11403,6,I suggest you go back to eating your gf dirty fucking PUSSY Netwar Dyke Systems https://t.co/BpSkFyTF5C
11406,6,@AdoreMyDimpless Nah I'm not trying to overdose like this dead faggot did😂 https://t.co/u2SCxbraNu
11407,6,Straight Men Use Faggot for Amusement! ......  See this and more at: https://t.co/haspDsb9qv https://t.co/SiXHTXGZ0S
11409,16,big stretched mature cunt https://t.co/vHghK8kmeh
11412,5,@AaliyahJaybae Y’all got that nigga in the friend zone fuck outta here https://t.co/PsjH85SKoZ
11413,16,Every cunt is moaning about the weather and im just like https://t.co/jkEZuP73MQ
11417,5,GET YO DICK OVER HERE NIGGA https://t.co/0DtJOA9BxT
11419,5,@jrcollector91 @VideojuegosGAME @PlayStationES @SpyroUniverse @Activision This nigger got something https://t.co/y0yz1UGbIy
11427,6,My retweeting all my dyke-go-oh shite https://t.co/btFdgswqkr
11429,16,(NOHOMO) YEAH HE DID IT ................CASE CLOSED GIVE THIS NIGGA THE CHAIR https://t.co/rcbbz2yWq6
11430,6,faggot https://t.co/kqyjRqK802
11432,6,the dyke jumped out u guys https://t.co/CYfg2Vrl5y
11433,16,@cal_keary happy birthday bro see you tonight you gorgeous cunt https://t.co/jiawykxSjv
11437,6,What a Faggot 😂😂😂😂😂 https://t.co/I1rt2WCryE
11440,5,@onikas_ladybug It's ain't my fault u don't answer my calls nigger https://t.co/JWi9LF6utO
11447,5,@King_Jok23 💀 this Nigga would 😭😭 https://t.co/WRkNln0Kf5
11448,5,TAKE A NIGGA BITCH GET DEEP IN😩🖤INSTAGRAM HOES WANNA MEET HIM👏🏽 🖤MEMO6️⃣🅾️🅾️🖤 https://t.co/g5Lrbb2rDl
11453,5,@IvankaTrump The white trash really love Daddy. https://t.co/T0LX3v9rAq
11455,6,DYKE RIGHTS! DYKE RIGHTS! DYKE RIGHTS https://t.co/0QjgNX3h89
11459,5,When ya boy getting jumped then they yell “ain’t that nigga his homeboy?” https://t.co/PpCOuev5jw
11465,16,its too fckn bright ffs GO AWAY YOU BRIGHT SUNSHINY CUNT!!! L E A V E https://t.co/FnLY6cQMjD
11468,6,I’m not finna physically fight no dyke. https://t.co/EVnKfz7PZy
11474,16,What a fucking cunt https://t.co/igXUvJeG68
11475,5,"You hear me talking, hillbilly boy? I ain't through with you by a damn sight. Imma get medieval on yo' ass. https://t.co/8X3mZKfJwn"
11478,6,@piercespears She can say faggot https://t.co/276LjGn8Gw
11479,6,Big dyke Blair bitch https://t.co/UcWup3OyjP
11483,6,In honor of #NationalComingOutDay please enjoy this portrait of a baby dyke as a young writer 🏳️‍🌈 https://t.co/eAWlWDYMxy
11484,6,You a faggot? Look what I have for you! ......  See this and more at: https://t.co/haspDsb9qv https://t.co/jmFZXsj8ez
11487,5,White people when they get a nigga pass https://t.co/VeOZ15B4Mi
11490,5,@Chad_RLR @MarkDice @AOC @jacobsoboroff Another brainless twat.  How do u survive? https://t.co/zUpZhLDygy
11491,16,Via: https://t.co/mrwXU58tmc Masturbating milf Eve Angel is teasing her hairy cunt in panties... https://t.co/6SvWDu8bZo
11492,20,Rural Texas town council approves Muslim cemetery plan https://t.co/g2teYF4rCl #BanSharia #StopIslam https://t.co/YogkA53xqS
11493,5,FUCCCCCCK I HATE THIS NIGGA https://t.co/YxXjBGdGHT
11494,20,@dlc2558 @EdKrassen I add this zioNazi pig to that list 😂😂😂 https://t.co/Ny5FTsGxxX
11495,5,Who is this nigga whole tl been clowning him 😭 https://t.co/KrJnBOg0px
11496,5,I’m quarter pound nigga your chicken nugget🐥 https://t.co/KjosGHnN8u
11498,6,@BhadDhad He looks more gay than the actual gay who tf he calling faggot? https://t.co/UPU6onUmx5
11510,6,When a dyke winks at me on public transportation #TuesdayThoughts https://t.co/hmI9PSq8Z4
11511,6,Kacey Musgraves can say faggot https://t.co/0wSSUxkQ7V
11513,16,"Why does this cunt still have a platform to talk from, please dip https://t.co/NUobFZ0nL7"
11516,5,@danielmarven Nigga is smart https://t.co/99PXnjG1h8
11519,6,Y’all really buying a jacket with “Faggot” written over it? https://t.co/Mr4nTl5JrT
11523,16,Click here to watch it: https://t.co/rOr0iYgHD9 Sexy babe in hot lingerie Jayden Jaymes strips and shows her cunt... https://t.co/gzivut72dZ
11525,5,"Havent played fortnite in forever but nigga wtf is this, the bow gotta be busted. #PS4share  https://t.co/GpkxaJmdNY https://t.co/STMEF7fzxC"
11530,5,@__Thapelo Damn I don't even know the nigger https://t.co/U6wuaHJkRl
11531,5,"Bakura a very close second tho, that nigga was terrorizing Egypt from sun up to sun down https://t.co/PQcUPZyhCH"
11533,5,"But did Mariah Lynn say ""my nigga"" tho?!?! #QuestionsThatNeedAnswers #LHHReunion https://t.co/PogFTJy7RO"
11535,5,"Imma go smash now, ignore my retarded hand, you try hold a 3DS XL in that angle with one hand 😂😂 https://t.co/lscKmPLgKd"
11541,5,@LaidTheGreat Nigger gone somewhere with all that https://t.co/Pm5Upx08Ai
11542,16,@RLR7289 @commentiquette @TuckerCarlson Hey real quick check out his youtube channel. You fucking twat https://t.co/iBeOMLxnXx
11544,5,@WashedLikeMelo black panther lost to this nigga🤣 https://t.co/tGEgeIDmVU
11545,5,At the top it’s just US nigga #Jumanji2k19  4/12/19 https://t.co/094w204hma
11550,6,@Kx_xiii And a faggot don’t forget lmao https://t.co/ezX3F2SK8b
11552,16,My daughter told me I got a big head....nigga you like me tho 🙄🤷🏾‍♀️ https://t.co/LpegaaPy9L
11557,6,i miss this dyke squad so so bad https://t.co/aCklCPGXrs
11558,5,I lowkey miss OG broly this nigga spent at least 2 hours fucking the z fighters up this nigga did not give no fucks https://t.co/8M9c6BoQtN
11562,5,Brancos: Hey nigga  Eu- 🔥🔥🖕🏿🔥🔥 https://t.co/dsehiIvaUL
11568,16,@Niya644 RT or you’ll be a fucking cunt like this bitch https://t.co/evfDr68h9F
11572,6,ilysm happy birthday faggot 💓 https://t.co/GtMPsmuYIK
11573,5,@SyerSO Nigga ‼️‼️ https://t.co/z24QKTLEka
11576,5,Nigga said Target ain’t have no cool toys. Took me to ghetto ass Walmart https://t.co/0rKmbJ1rl2
11582,5,nigga had a get out of school free card and he acting like he worked all night https://t.co/BcDjZpUdgr
11583,6,@MasterSirKing @PigRipe @DimitrisWilliam It Should have the bog brush up his ass the fucking faggot 🐷 🤣🤣🤣😂  #Alpha https://t.co/X0XnNcgokX
11591,6,A dyke in another dykes merch https://t.co/LFSaKY7kfz
11600,5,I Jus Caught Me A Wave 🏄🏽‍♂️Feel Like A Nigga Jumped In Atlantic 🌊💧🤷🏾‍♂️ https://t.co/CPOUy4I4yQ
11604,16,Love those boobs and that cunt though https://t.co/kzWW6jSRf5
11607,5,@SenKamalaHarris You can bully and play the race card all you want Kamala but that bullcrap just won't fly any more. https://t.co/lb12ofsC4y
11610,6,he said dyke rights! https://t.co/nGzJiMMBlj
11612,5,Sometimes you just have to tell a nigga.... https://t.co/ZjJhUJEixY
11613,16,He called me a cunt so I get to call his boss. https://t.co/KJUnWf056b
11619,20,"@AnaJuliaG1965 Call that revolution, you muzzie devil spawn... it would be the end of your cult in America. https://t.co/TtlmkfZRp6"
11620,6,@__Huss when i’m listening to Dipset and Jim Jones randomly calls somebody a faggot https://t.co/MKq57qyxCB
11621,5,@_Imaobong Wow. Do you need me to drop a nigga??????????!!!! Because https://t.co/CKJd6JSESq
11622,6,You can’t beat a traditional faggot wrapped in caul fat ideal with the evenings drawing in and the leafs falling. https://t.co/4HgL37BpSX
11627,5,"""Oooh now its OK to kill Baby. Nigga's looked at me crazy like a really killed a baby"" https://t.co/4g51SMdb3z"
11628,16,I ain’t namin’ names but I’ll name signs. ♈️ Cunt. https://t.co/i9n1HZy6dX
11629,6,What kind of hipster faggot is this https://t.co/fAqkyZuUwK
11644,5,MY NIGGA REALLY??? https://t.co/nqN4X0JHJH
11645,6,Alex: shut up and drink your full fat coke   Me: shut up you full fat faggot  Alex: ..  Me: https://t.co/8sZYuEj8Gj
11651,5,@CNN CNN is PLAYING the RACE CARD again!! They must be GETTING NERVOUS!!!😂😂 https://t.co/1PJdZMk45t
11664,6,"Open your mouth, faggot https://t.co/euOVaJ07Gy"
11665,5,"“Nigga, don’t check for me 'less you got checks for me” https://t.co/C5g1XIZyQS"
11667,6,Eminem called Tyler a faggot? https://t.co/Wdd8yGTRmU
11668,16,@realDonaldTrump You're a dumb Cunt! https://t.co/U0vlyRu7ln
11669,5,"imagine getting jumped by raccoon niggas and one of them say ""Move lemme infect this nigga"" https://t.co/iCxwlBa8O7"
11671,5,Alex MF Crane my nigga! Gods gift to  earth! #STARONFOX you better cut mamas mic! https://t.co/ihieZXMgHj
11673,5,Bitch nigga alert https://t.co/RNF7VLvtGu
11676,5,@KatTheHammer1 Someone tell them that their Race Card expired in November 2016. https://t.co/kzqVFgsTqz
11683,5,@TweakMonster When the nigga fights that bear https://t.co/sWsp170021
11684,5,@apollokun13 You ain't safe nigga https://t.co/MSFSzp8ptA
11690,5,Sorry my nigga @coldgamekelv lil javier was lackin https://t.co/iWzsXhuC63
11693,5,@Kiiddmike @emartinez_98 Yeah it’s that nigga right there officer doing the weird shit https://t.co/9i0llDAy1p
11695,5,@Eman3Grand @TeeFlizzy TAKE ME OUT THE CONVERSATION MY NIGGA https://t.co/xn8p9EPXej
11700,5,@AlexWat52293863 Bitch look at this nigga mugan https://t.co/g7GbZrJPWr
11707,16,@mijobeats21 @flickermariah do it you twat https://t.co/PeH9f5fzhz
11712,16,And The Twat Of The Day Is! https://t.co/9cbRpMw5hY
11715,16,@BillyRicky03 Life can be a cunt a cycle of cum farts.....Get Em Billy!! Get em https://t.co/yz3EiuHSWP
11716,5,sick header by my nigga @ionswtf 🔥 https://t.co/fTHA0mtCxi
11718,6,movie jigglypuff looks like he’d try and hit on me and then call me a faggot https://t.co/e2GqSnMcHa
11721,5,Justin bieber:  Twitter nigga https://t.co/QqJb3s1ZEk
11722,5,Nobody: Messicans: You GD? (To every Nigga) https://t.co/zwULKmiBvm
11725,6,Strapped up like a dyke. https://t.co/dheMY3ayDe
11729,5,"@Drebae_ I dont chase liquor , so why would I chase a nigga ? A BAR https://t.co/CYfe31sMLy"
11730,5,Why couldn’t it have been this nigga in between Rondo and CP3 https://t.co/ZQTfcttD8H
11733,5,"@Stop_Trump20 White trash and diseased maggot, she is. https://t.co/YplJp2bnvx"
11735,5,Ever wanna peel your nigga muffin cap back blue. https://t.co/dOUzBBO441
11739,5,Ya no 😑😑😑😑 zero booty grabs here...what's this nigger doing though..let go of that pancake you fool https://t.co/jM1gmz39D0
11743,5,@trellbornfly When a nigga lieing https://t.co/xuRHjhoTnK
11745,5,@kingknightmare3 @LVL100_GANGgar I got you nigga cause she fine as hell https://t.co/pMLyNRF1ZQ
11746,16,Same nigga different strokes 🤷🏾‍♂️ https://t.co/76tKmRDXrr
11750,6,baby dyke’s first day of junior year of college!! 👏🏼🌈  will she be out by the end of the year?? who knows.. 🤔🤷🏻‍♀️ https://t.co/rNdPv1FSvi
11751,6,she's still a cute dyke tho we will get through it https://t.co/Nd9IOQEvvB
11752,5,@Ruff_atm Nigga he might be in hospital as we speak https://t.co/yUOp4kumBJ
11754,6,Charli: when I see a faggot I freeze him! https://t.co/nYfZ0AkQ4F
11758,5,His pose... *azealia banks voice* you wanna be a nigger??? https://t.co/egCu1N908g
11761,5,@DrDreddyMurphy @_Gambina @TinaRose_ “Who is this nigga?” https://t.co/tErfvIvFhC
11771,5,Rich nigga shit !!! https://t.co/Sg5810TygD
11772,5,REAL ASS NIGGA GIVE A F*CK BOUT A HOE 😂😂🔥🔥 https://t.co/hzLukprxzF
11774,5,@RightHook99 @Jillibean557 Scumbag white trash https://t.co/xV1a6XDy1V
11776,5,I have my hair cut with my new barber today and my nails are too long to dap this nigga. He's gonna sense the homo https://t.co/HHhq1S4Poj
11777,6,@bipolarthot @mateohipster23 @SHOPCHEAPYXO She needs to come throw some piping hot coffee on a faggot. https://t.co/DEY5zodFKk
11780,5,if ur black n u don’t find black folk making “nigger” jokes hilarious i can’t be ur friend ....   examples: https://t.co/wKqH7vkHoi
11781,16,@Lrihendry EAT THIS CUNT https://t.co/kBQt6W5yJK
11783,5,@Hussein11i Lmao my nigga https://t.co/yonAmEBDke
11785,16,Full Movie: https://t.co/LCYA2lhGAQ MILF babe in uniform Nikki Benz has a big cock satisfying her cunt... https://t.co/XZJyuGWE8c
11786,6,oh facebook in bigest problim in his stinky faggot killing un complet comunecat pullshit history https://t.co/fMpsFqf6Nr
11788,6,@hyliii fuck up faggot https://t.co/9DrkFxGqtP
11790,6,the dyke trinity https://t.co/tRvPQgqX2E
11791,5,Stfu you spic @PsOuOpKeIrE8 https://t.co/AojOKay8rY
11792,6,My life as a #faggot #fuckhile here to #serve and be used by #superior men #Anytimes #Anyplace #Anywhere #Born2Serve https://t.co/K94OXNpS2p
11796,5,Shit Got A Nigga Through So Much Shit 😢 Yall Dont Get It Cuz https://t.co/nCiBdZReBq
11799,5,Black ppl love to nigger some shit UP 😭😭😭😭😭😭 this is on every tv and computer at the school 😭 https://t.co/dNeoLwuovw
11803,5,@lilyachty NIGGA HURRY UP AND DELETE THIS https://t.co/wI2xdZGdlR
11810,5,@ColumbiaBugle @realDonaldTrump The Race Card: FREE Ride For Life 🤗😅 https://t.co/XoDcxvCAn4
11813,6,omg just remembered a customer called me a stupid faggot to my face last night https://t.co/gfuhOJOavH
11819,6,EVERYONE IS ASLEEP BUT GUESS WHICH FAGGOT FINALLY CLOCKED OUTTTTT https://t.co/BaPl3A0thN
11822,5,@LilFr3ddy You Pass in the face ass nigga https://t.co/ptfILpLcFd
11827,5,This nigga AB actin too bad rn 😭 https://t.co/x23Q0POsmh
11828,6,Yes! I'm a panty wearing sissy faggot https://t.co/lLjetLrxrS
11829,16,Full Gallery: https://t.co/sqn1IrTAHi Cute babe with a stunners body Tori Black shows her shaved cunt... https://t.co/Pz8nNt0TSl
11835,5,@kkaylihebert @franklinto My nigga https://t.co/9LjtkXq6Fh
11836,5,YEEHAW BITCH TIME TO GO JOHN MARTSON ON A NIGGA https://t.co/QTHIYrmBKM
11846,16,@Steventait15 @kierandougann Backwards cunt https://t.co/OKNJzeAoo1
11852,5,"@bossbey713 I’m an African American aka California grown nigger, what about y’all? https://t.co/M1SELxDPE7"
11853,5,Sharpest trim for the birthday nigga 🎊🤘🏾 https://t.co/inrxkluGFw
11860,16,Shit cunt😂😂 https://t.co/cFC7w5YvpS
11867,5,Nigger https://t.co/eohPQgI7D8
11868,5,I’m one disgusted nigger right now this is black erasure https://t.co/qxcUJDZF82
11871,5,Regular ass nigga https://t.co/2yzI256r1s
11872,5,nigga is too old to be this stupid https://t.co/7MReW3j4YV
11874,5,Unpopular opinion: Hood nigga edition 🤔 https://t.co/oQuhe6Uw2a
11877,5,Bird up nigga https://t.co/wt0D8sanpI
11882,16,"#Slut #FaceCunt   Its your Face_Cunt Kutiya @Aslut_0, and one of the use of your Face Cunt is to have My pee. https://t.co/bmbzMkvN43"
11884,6,this outfit screams faggot https://t.co/aljveJzdJT
11889,6,@elijahdaniel saying faggot to wii music https://t.co/njinM0jGcF
11894,5,A nigga in this outfit is more dangerous than a nigga with a gun https://t.co/9etP8aWtdg
11895,6,fucking dyke https://t.co/S34O9t0xCj
11896,6,Me running over Jon for being faggot  https://t.co/AvhERu3Pp8
11897,5,Bro you know how mad you gotta be to call someone a nigger on ROCKET LEAGUE ? https://t.co/Y6F4xVYlJe
11905,5,"@flowerboyj9 @_h4zel_ Listen here nigger, this is me at 60. https://t.co/R1qynTCwPg"
11906,5,"I hate fat people with ugly souls, y’all suppose to be like this nigga https://t.co/0EOrcsl563"
11907,16,If she wins PART 3 HOH Football twat will be #bb20 WINNER. https://t.co/171MJwFi4E
11914,5,Was bout go fuck wit this African Nigga but then I remembered how a 10 inch felt so I changed my mind https://t.co/KF2xHjAtoQ
11916,16,@ajaqueen Level your pussy up up up. If you’re feelin cunt cunt cunt. 💕💕💕 https://t.co/ZuJsGUj79Y
11918,6,this is a dyke if i've ever seen one https://t.co/axt9tJ3eZf
11919,6,Lol mega faggot https://t.co/YOuHZO19kH
11921,5,Nigga is fucking bitches for clout https://t.co/ojoVipZe8w
11923,5,@StevennGuerrero @swavykev yall hear this nigga ? https://t.co/tkO6nRDv0a
11926,5,Lol a vibe  RT @lilbratlex: How I wait on my nigga to buss me up off them perks 😂 https://t.co/C549vxgRKc
11931,16,Full Video: https://t.co/PISJdhhkZx Busty Jayden Jaymes shows her shaved cunt and fondles her juggs... https://t.co/Fp4Ci6mgzM
11932,6,Just a cool ass #dyke from the westside https://t.co/lnLSG8H6pq
11942,16,hope solo  fabulous open creamy cunt https://t.co/4wDNtOZETu
11950,5,@CharlieBROWNTV @ShisuiReturns NIGGER https://t.co/sj642DSTDn
11951,16,Taylor Swift BABE★COCK #babecock #cock #sissy #faggot #batecocktobabecock #TaylorSwift https://t.co/ZqMR6iQoFZ
11954,5,@stillnegusbee @Cindtrillella @aiteblood On sight 😭😭 “ i thought i got rid of this nigger” https://t.co/3Db0pTRVz9
11958,5,"My Nigga ✍️💙 ,My Nerve 💋💏 #Wife https://t.co/KM82vMTvUZ"
11960,5,@ohhhhalx @tariqnasheed Nigga how u think all black leaders are killed https://t.co/3LC4YiBSJj
11965,6,@CommeDesMierda @EditinKing @TheStickupBoy Lmao #boondocks nigga you gay Riley voice... no mon🤦🏾‍♂️ https://t.co/6O7B6unvSb
11969,5,"Got green, New Orleans, St. Patrick nigga https://t.co/1ZkH1gyMto"
11972,5,we don’t need a nigger version of every ‘white’ show. https://t.co/HhFtdjZoqi
11973,16,Spot the difference  Happy Women Vs Unhappy Feminists   #grabthembytheballot #SJW #sjws #feminism #mentalhealth https://t.co/whn8ElORG9
11980,16,This woman shouldn’t be a politician . God knows how people can vote for this twat https://t.co/DMj86DDMRx
11981,16,"Innocent dog, and one ugly cunt. Arrest this fat fuck 🖕🏼 https://t.co/yMZ8nEYl9L"
11982,5,"My nigga this is dedication, this is anti hesitation, this a real nigga celebration 🏁💙 https://t.co/dUMXFhqGKs"
11984,5,@TheGodMojo Nigga wat??? 😂 https://t.co/MlDvlsdJV8
11991,16,Nigga’s moods after I night with me 😈🙃 https://t.co/oNJ2nazUui
11996,16,@Neo_UmbrA @satanas_lee Listen to me you fucking cunt https://t.co/Ys7qKGMtRO
12001,6,why did troye sivan have to be the first faggot yall pay attention too https://t.co/n6P5vxBv3Z
12003,5,Young nigga wit a bag 💰 no 🧢 https://t.co/j86M6RiDA6
12010,5,IMMA LIGHTSKIN BUT I'M STILL A DARK NIGGA https://t.co/pBcvISzLcY
12011,5,We were just there you bald twat  https://t.co/MWDjw7zCpL https://t.co/dh3EJEX4iH
12014,5,JE kiff mais dernier ranked hein @sSLaAaZz   why you spic ? https://t.co/aYlOIJZO95
12016,6,@hgfindomme hgfindom@gmail.com I'm here caged sissy faggot. https://t.co/6EbKXj93Op
12022,5,Yes I am sitting for 3 hours nigga...won’t even feel it #Endgame https://t.co/JTbDoNy49n
12023,6,My new faggot kneeling before me. https://t.co/NJbFyR1V4N
12028,5,"This nigga got that “I’m not 0-3, they 0-3” face smh! https://t.co/5jlpgMbWOi"
12029,5,@cantstopbosma This nigga out here FUCKING CATS https://t.co/r3TuUgS7Kp
12033,5,@MalakDwaidari1 Sis asked about race he reply with a religion. And was confident to. Like nigga ARE YOU DUMB? https://t.co/bihTDItPHt
12035,16,Hot milf gets cock to smash #her cunt Southampton https://t.co/UHMQRpB3RB
12037,16,"fuck i just had a brilliant idea for a cool anti-sjw youtube channel, just lemme uhhhh https://t.co/h9oWG7r07J"
12040,5,With the Chinaman @imkuldeep18 https://t.co/juHhYsva4V
12044,6,coworker called me a faggot im one of the boys now! https://t.co/eRSHTcxBPm
12045,5,@XXL I get to meet him and call him nigger ...op I forgot i gotta be a white women to do that https://t.co/JrGA4sRbhp
12046,16,Fucking love photographing birds with their twat out!!! https://t.co/Hg14xgoyWK
12049,16,Full Movie: https://t.co/aav3VTpfKN Busty babe Angelina Valentine shows her pierced cunt in the office... https://t.co/t7EJcrUJv8
12055,6,"fuck you @zachcampbel ! u fat faggot, big mouth whale! https://t.co/sb0FCwYSaV"
12057,5,"@TTfue people saying ""Tfue got cancer OMG"" but i be like... DIS NIGGA BALD https://t.co/YBatU86TxQ"
12059,5,@ChinksChinks_ My nigger! https://t.co/dmhPoXjRF1
12060,5,This nigga probably serving a life sentence now https://t.co/OIpJh3vZ94
12061,5,Dawg I remember I was sleep and woke up and the nigga was staring in my face like.... I was so scared man omfg https://t.co/sKwAZrWCdN
12064,5,This nigga been steezing https://t.co/BxO8kBzG3R
12065,5,Geeze 🙄 Remember that boy that had a panic attack after he kissed me? He texted me after MONTHS. Nigga bye https://t.co/2JnIUkDlp8
12069,6,Big dyke energy. https://t.co/UMSPCAh5it
12070,5,"@Dysturbiia2 My nigga you’re 4ft11, I don’t wanna hear it from you, you mushroom.. grow the fuck up https://t.co/Y5rXwVF3Jg"
12074,5,@xX__KING___Xx Foo you came at me wtf werido someone come get they nigga bro he acting outta pocket right now https://t.co/bZLycpjV7Y
12078,5,"@NicoleRobSmith @mithisa_motho Rather Trash 🗑 than a white man 👨. Please , please and please https://t.co/TbDR4vxwDq"
12081,5,"'' aye I had to get it how I got it nigga life ain't fair "" https://t.co/LgV2mcxrhX"
12084,5,@akaworldwide Huh?? The nigger is out wethu. https://t.co/hcanv49LsS
12087,6,@AwkWordO @Eminem Quit being such a little faggot https://t.co/espgVB0kPR
12089,5,"@DeonQDs HOL UP NIGGA DON'T MOVE TWITTER CUT ME OFF, TAKE THESE LOVE BULLETS!! https://t.co/TDypfhHVYD"
12090,16,whoever thought up turning the clock back an hour is a cunt .....😡😡😡🖕 https://t.co/FpUs1WbwDm
12091,5,@iBe_Vibin Hot fries Nigga https://t.co/WkFZrtpveE
12092,5,Nigger:D https://t.co/7pOMvywUR8
12094,5,"Young Weezy F. Baby, hottest nigga on the blockhead https://t.co/nIvQmlDJoT"
12095,6,The reason why the word faggot is my most used word bc everyone I know is a faggot https://t.co/zERQXMQj1b
12096,16,@MASTERJ07299629 love exposing myself I am proud faggot owned by@CashMasterLord https://t.co/AGpcrivjzb
12103,16,🔒 locked boy 🔒 Day 10 🔒 horny 🔒 #teamlocked #gaychastity #lockedboy #locked #lockedfag #faggot #fag https://t.co/4we2IfAOwe
12106,6,He’s pointing at the faggot https://t.co/zLFY7hbsCm
12108,5,Aye y’all dis nigga richy said he gone take a picture with my baby at the baby shower 💀..... How??😂 https://t.co/vl2JhtvbrK
12112,5,@MannyAM_ My nigga preachin https://t.co/i3h8FfDpyo
12115,5,"@beewhatspoppin @Bronze_Pharaoh Ladies, never hit a man who wear these type of shoes ... these are crazy nigga shoes https://t.co/G50Nf332HH"
12116,5,Nigga claim gang be we are not same 💯 https://t.co/xEvZKNfMNn
12117,5,"You can tell she always starting some shit, this nigga fed up 😭 https://t.co/xdhx7OGn06"
12125,5,@EddieHendriix Nigga you? Shiiid God gon read mines and just 😂😂 https://t.co/qGMhdAGtUB
12127,5,you’re just a nigger in East Haven https://t.co/zMNCSnQBfq
12128,5,@KodakBlack1k man this nigga lame its fuck bro 😂😂😂 police 👮‍♀️ ass nigga dog https://t.co/S01NPsYI1d
12129,5,Happy gday to my 10 year nigga @Cam1hunnit nothing but love for my bro https://t.co/4imIK8nMd1
12130,16,@allanharper1920 Clowned's a nigger faggot https://t.co/g8cyriBWTp #like4like #follow4follow  I liked that.
12133,5,Show me a black Nigga who never been to the BOX @RoddyRicch  I love this Homiie https://t.co/2FnP0FWAQS
12139,5,@hoshijoon Oh no sis she pulled the mf race card whew https://t.co/5VJQHZ5rFN
12141,5,sad nigger hours ✌🏿🚶🏿 https://t.co/QueXU2f4rM
12143,6,You a faggot? Look what I have for you! ......  See this and more at: https://t.co/haspDsb9qv https://t.co/Fp3AZIrL0S
12148,5,@BIGXthaBEST IM THE NIGGA SITTING DOWN &amp; THE WHITE FOLK MY FAMILY RN *FUCK THIS NIGGA COMING BACK HAPPY FOR* https://t.co/dEb94409hh
12149,5,“Nigga thought he was Obama” https://t.co/Bu3p2K02QM
12150,6,"@hardrock2016 @TMZ Have fun in prison, faggot. https://t.co/AzgTgJHrVT"
12153,6,Open up Faggot. #financialdomination #findom #cashfag #cashcow #paypig https://t.co/XXJdmLdjT0
12154,5,@KingThelonious @Chuckisdope My nigga waiting for the “when you gon cook for me?” Dm every. single. day. https://t.co/qnxq8va9UX
12155,5,@yeetprayl0ve He a cool ass rival but a bitch ass nigga https://t.co/FbYFza4dGQ
12157,5,@itsTimHell You see that fuck nigga riding down the street in that Jag ?  That’s the lick right there Nigga ! https://t.co/ei9964uL0S
12159,16,Lmao it says “Griffin is a cunt” don’t know which Griffin.  @kathygriffin https://t.co/IZCTA2sX5c
12169,5,Nigga Bhudda do your thing https://t.co/6p0F7O1z5R
12177,5,im dyke https://t.co/952qa9jyBJ
12182,5,I’m smoking ona opp pack and i ain’t tryna pass ya mans i can’t lie this nigga gas🚧🎱〽️💯 https://t.co/Ke2SEkFceg
12183,16,Ass getting thicker and it has nothing to do with a Nigga 😜😜😜😜😜😜 https://t.co/ABeHcxOJaC
12184,5,It’s a Boy 😩 I got my lil nigga 💙 https://t.co/eE2CntZv7E
12185,16,Do not waste time. Get it orgasm. Fucking anal pussy. Yes faggot? 😍😘😍😘😍😘😍😘 https://t.co/NvH32OAtVM
12192,5,Some truck had “Redneck Crazy” on the back and I read it like Codeine Crazy. https://t.co/71whvII7u5
12193,5,@Bobb_kon Thats true but i do understand nigger in korean soo... https://t.co/6RtJpj1wmL
12203,5,Washed ass nigga https://t.co/qjrTGPm2LD
12205,5,@BrotherNeedHelp saaaaaaay nigger! https://t.co/c8aezXBgWr
12215,5,@daquijay @ClassyDelore_ This Guy Was Accused Of Rape.... TWICE. No Ones Cared... Get Off My Nigga Kodak Dick https://t.co/n75E7V0sMe
12218,5,Real nigga birthday 🍯 https://t.co/xTHEvpU8Ha
12220,16,@MarriedAU Changing your looks didn’t fix your personality. You’re still a cunt 💅🏽 https://t.co/FwSD4lQRVl
12221,16,Thug nigga https://t.co/PZ0OBwi2IN
